ID,Descripción,Fecha de Verificacion,Próxima Verificacion,Calendario de Verificacion,Estado,"Método de Verificacion calibracion",Error de equipo,,Resolucion,,N° de Serie,"ID de equipo con el que se verifica / Calibra  ",Usuario,Responsable,Ubicación,Formato,Verificacion de Etiquta (ID y Fecha),Status,Prove-Calibracion,Verifico,Fuera de Calibración,,% de Gages Calibrados,Numero de folio,,,Calibración Vigente,Calibración Vencida,En Proceso de Calibración,,Buscar,27-05-21,>=,20/05/2021,07/05/2021,>=44323.4489422454,27/05/2021,>=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT456,Micrometro de Interiores,19/11/2020,19/11/2021,30/10/2021,Activo,EXTERNO,0.025mm,0.025mm,12mm,16mm,,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,15 de febrero del 2013,15 de febrero del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT457,Micrometro de Interiores,23/04/2021,23/04/2022,03/04/2022,Activo,EXTERNO,0.025mm,0.025mm,16mm,20mm,554959,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,8 de febrero del 2013,8 de febrero del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT458,Micrometro de Interiores,23/04/2021,23/04/2022,03/04/2022,Activo,EXTERNO,0.025mm,0.025mm,20mm,25mm,2002081,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,19 de abril del 2013,19 de abril del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT459,Micrometro de Interiores,23/04/2021,23/04/2022,03/04/2022,Activo,EXTERNO,0.025mm,0.025mm,25mm,30mm,747397,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,9 de mayo del 2013,9 de mayo del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT460,Bore Gage,05/01/2021,23/04/2022,03/04/2022,Activo,INTERNO,0.001,0.001,0,12.7MM,15154858,INT062,Carlos Diaz,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,16 de enero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT461,Bascula Rhino,31/01/2021,31/01/2022,11/01/2022,Activo,INTERNO,0.05gr,0.05gr,0,100gr,BABOL-09979,INT088,Abiu Esparza,Abiu Esparza,INGENIERIA OFICINAS,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT463,Indicador (Comp Mec),09/03/2021,09/03/2022,17/02/2022,Activo,EXTERNO,0.003mm,0.003mm,0,10mm,,INT143,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Linea EMC-9278 Planta Tecnology,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT464,Hypot Ultra 4,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificadp,9750157,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Rotary BOSH-7567-000 ,N/A,OK,Calibración Vigente,Marc instruments,FLOME,0,1,365.00,365.00,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,30 de enero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT465,Indicador (Bench Center),09/06/2020,09/06/2021,20/05/2021,Activo,EXTERNO,".001""",".001""",0,"100""",XMA532,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT466,Micrometro digital,20/05/2021,20/05/2022,30/04/2022,Activo,INTERNO,"0.0005""",0.0005,0,"1""",66283849,INT062,Calidad,Carlos Patiño,Metrología ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,15 de enero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT467,MICROMETRO ANALOGO,23/03/2021,23/03/2023,03/03/2023,Activo,EXTERNO,".001""",".001""",0,25mm,60102541,INT062,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,,Calibración Vigente,,,0,1,730.00,365.00,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,19 de marzo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT468,MICROMETRO ANALOGO,09/06/2020,09/06/2021,20/05/2021,Activo,EXTERNO,".0005""",".0005""",0,"1""",64102542,INT062,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT469,Calibrador digital,15/01/2021,15/01/2022,26/12/2021,Activo,INTERNO,0.025MM,0.025MM,0,12.7MM,A17214799,INT062,metrologia,metrologia,Metrología ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT470,Medidor de Alturas Digital,04/02/2021,04/02/2022,15/01/2022,Activo,INTERNO,".001""",".001""",0,"12""",13111041,INT062/INT143,metrologia,metrologia,Metrología ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,5 de julio del 2013,5 de julio del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT471,Indicador de Pestaña,04/02/2021,04/02/2022,15/01/2022,Activo,INTERNO,0.025mm,0.025mm,0,12m,rex,INT062,metrologia,metrologia,Metrología ,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,13 de agosto del 2013,13 de agosto del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT472,Micrometro digital,23/01/2021,23/01/2024,03/01/2024,Activo,EXTERNO,".001""",".001""",5mm,30mm,,CERTIFICADO,laboratorio metrologia,laboratorio metrologia,Metrología ,N/A,,Calibración Vigente,,,0,1,1095.00,365.00,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT473,Bascula QC-5,24/04/2020,24/04/2021,04/04/2021,Reparacion,INTERNO,1gr,1gr,0,5 KG,A18-000097,INT088,produccion,produccion,Estampados ,N/A,,Reparacion,,,0,1,365.00,,,41864,13 de August del 2015,R&R Pendiente,R&R Actualizado,,43938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT474,Bascula QC-5,24/04/2020,24/04/2021,04/04/2021,Reparacion,INTERNO,1gr,1,gr,5 KG,K17-000072,INT088,produccion,produccion,Lavadora terra tech ,N/A,,Reparacion,,,0,1,365.00,365.00,,,6 de diciembre del 2013,6 de diciembre del 2014,R&R Actualizado,365,,18 de abril del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT475,Camara de vision,10/05/2021,10/05/2022,20/04/2022,Activo,INTERNO,NA,NA,Go,NO GO,VE202G1A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Linea BOS-6194 ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,,,41758,29 de April del 2015,R&R Pendiente,R&R Actualizado,,44319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT476,Indicador Digital,17/05/2021,17/05/2022,27/04/2022,Activo,INTERNO,"0.0005""",0.0005,0,"1""",17222413,INT062,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,6 de septiembre del 2014,6 de septiembre del 2015,R&R Actualizado,365,,15 de mayo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT477,Indicador Digital,17/05/2021,17/05/2022,27/04/2022,Activo,INTERNO,"0.0005""",0.0005,0,"1""",17222409,INT062,Arturo Alvarez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Linea EMC-9278 ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,365.00,,,1 de octubre del 2014,1 de octubre del 2015,R&R Actualizado,365,,15 de mayo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT478,Indicador Analogo,17/05/2021,17/05/2023,27/04/2023,Activo,INTERNO,"0.0005""","0.0005""",0,"0.500""",,INT062,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area ,N/A,OK,Calibración Vigente,,FLOME,0,1,730.00,730.00,,,14 de octubre del 2014,14 de octubre del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT479,Ring Gauge,12/05/2020,12/05/2022,22/04/2022,Activo,EXTERNO,NA,NA,16,,172872,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area,N/A,,Calibración Vigente,,,0,1,730.00,730.00,,,24 de octubre del 2014,24 de octubre del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT480,Ring Gauge,12/05/2020,12/05/2022,22/04/2022,Activo,EXTERNO,NA,NA,25,,172118,CERTIFICADO,Arturo Gonzalez y Blas Castañeda,Arturo Alvarez y Blas Castañeda,Tool Prep-Area,N/A,,Calibración Vigente,,,0,1,730.00,730.00,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT481,Calbrador Digital,14/05/2021,14/05/2022,24/04/2022,Activo,INTERNO,".0005""",".0005""",0,"8""",B17190713,INT143,Fabian Mejia,Fabian Mejia,Automatizacion ,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,,,41821,1 de July del 2015,R&R Pendiente,R&R Actualizado,,44323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT483,Dinamómetro,12/05/2020,12/05/2021,22/04/2021,Activo,EXTERNO,0.05,0.05,0,2500N,16-0092-06,CERTIFICADO,tecnicos de Calidad,Laboratorio Metrologia,Laboratorio Metrologia,N/A,,Calibración Vencida,,,0,1,365.00,365.00,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,2 de mayo del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT484,Amperímetro de gancho,15/07/2019,14/07/2020,24/06/2020,Extraviado,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Ricardo Lopez,Ricardo Lopez,Mantenimiento,N/A,,Extraviado,,,0,1,365.00,,,41864,13 de August del 2015,R&R Pendiente,R&R Actualizado,,43654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT485,CMM,22/01/2019,22/01/2020,02/01/2020,baja,EXTERNO,NA,NA,0,"40""",,CERTIFICADO,Calidad,Carlos Patiño,laboratorio Planta Tecnology,NA,,Baja,,,0,1,365.00,365.00,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT486,Hypot,13/08/2020,13/08/2021,24/07/2021,Activo,EXTERNO,NA,NA,,,9750122,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,BOS-7370-000 ,N/A,,Calibración Vigente,,,0,1,365.00,0.00,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,9 de agosto del 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT487,Termohigrografo,07/07/2020,08/07/2021,18/06/2021,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,metrologia,metrologia,Metrologia,N/A,,Calibración Vigente,,,0,1,366.00,0.00,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,9 de agosto del 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT488,Camara de vision,26/06/2020,26/06/2021,06/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Rotary SEM-8275-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,18 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT489,Camara de vision,26/06/2020,26/06/2021,06/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Rotary SEM-8275-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,23 de julio del 2014,23 de julio del 2015,R&R Actualizado,365,,18 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT490,Camara de vision,06/07/2020,06/07/2021,16/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Rotary SEM-8278 -000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT491,Camara de vision,06/07/2020,06/07/2021,16/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Rotary SEM-8278 -000,N/A,,Calibración Vigente,,,0,1,365.00,0.00,,,6 de septiembre del 2014,6 de septiembre del 2014,R&R Actualizado,365,,28 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT492,Camara de vision,06/07/2020,06/07/2021,16/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Linea TRW-8251-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,7 de febrero del 2014,7 de febrero del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT493,Camara de vision,06/07/2020,06/07/2021,16/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Rotary TRW-8251-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,18 de febrero del 2014,18 de febrero del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT494,Camara de vision,06/07/2020,06/07/2021,16/06/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Produccion / Automatizacion,Produccion / Automatizacion,Rotary TRW-8251-000,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT495,Termopar de contacto,26/01/2021,26/01/2022,06/01/2022,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Eduardo Marquez,Eduardo Marquez,Procesos,N/A,OK,Calibración Vigente,,FLOME,0,1,365.00,,,41842,22 de July del 2015,R&R Pendiente,R&R Actualizado,,44215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT496,Marcador # 32,29/08/2019,28/08/2020,08/08/2020,referencia,INTERNO,NA,NA,NA,NA,,NA,Metrologia,Metrologia,,N/A,,Referencia,,,0,1,365.00,,,41926,14 de October del 2015,R&R Pendiente,R&R Actualizado,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT497,Marcador # 34,29/08/2019,28/08/2020,08/08/2020,referencia,INTERNO,NA,NA,NA,NA,,NA,Metrologia,Metrologia,,N/A,,Referencia,,,0,1,365.00,,,41936,24 de October del 2015,R&R Pendiente,R&R Actualizado,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT498,Mesa de granito,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,N/A,N/A,"24""","36""",N/A,CERTIFICADO, Calidad, Calidad,Metrologia,N/A,,Calibración Vigente,,,0,1,1825.00,365.00,,,24 de octubre del 2014,24 de octubre del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT499,HIPOT 8422,10/06/2020,10/06/2021,21/05/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Rotary VAL-8422-000,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,13 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT500,HIPOT 8278,10/06/2020,10/06/2021,21/05/2021,Activo,EXTERNO,NA,NA,Go,NO GO,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Rotary SEM-8278 -000,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,29 de abril del 2014,29 de abril del 2015,R&R Actualizado,365,,13 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT501,HIPOT 8251,10/06/2020,10/06/2021,21/05/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Produccion / Automatizacion,Produccion / Automatizacion,Rotary  TRW-8251-000,N/A,,En Proceso de Calibración,,,0,1,365.00,365.00,,,1 de julio del 2014,1 de julio del 2015,R&R Actualizado,365,,13 de junio del 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT502,Indicador Analogo,09/03/2021,09/03/2022,17/02/2022,Activo,INTERNO,0.0001,0.0001,0,1.00mm,2109S-10,INT143, Calidad, Calidad,Metrologia,N/A,,Calibración Vigente,,,0,1,365.00,365.00,,,1 de octubre del 2014,1 de octubre del 2015,R&R Actualizado,365,,28 de agosto del 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT503,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Procesos / Produccion,Procesos / Produccion,Battenfeld 7 ,N/A,,Calibración Vigente,,,0,1,365.00,0.00,,,30 de marzo del 2015,30 de marzo del 2015,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT504,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Procesos / Produccion,Procesos / Produccion,Battenfeld 9 SEM-8278-000,N/A,,Calibración Vigente,,,0,1,365.00,0.00,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT505,Control de Temperatura,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Procesos / Produccion,Procesos / Produccion,ENGEL E-MAC 75 ,N/A,,Calibración Vigente,,,0,1,1825.00,365.00,,,6 de septiembre del 2014,6 de septiembre del 2015,R&R Actualizado,365,,4 de septiembre del 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
